crawl_date,avg_polarity,avg_subjectivity,min_polarity,min_subjectivity,max_subjectivity,max_polarity
2020-06-05,0.13493206255167367,0.3683841492454381,-0.75,0.0,1.0,1.0
2020-06-06,0.16995586351857886,0.40747630499802034,-0.5,0.0,0.8237072856221802,0.6092105263157894
2020-06-07,0.13795693081880156,0.4028991084543923,-0.2,0.1999999999999999,0.615670628806222,0.4159868948733164
2020-06-08,0.12445829451795223,0.39753768148977997,-0.3333333333333333,0.0999999999999999,0.65,0.3743286311389759
2020-06-12,0.13933533195780912,0.37053068246810583,-0.75,0.0,1.0,1.0
2020-06-13,0.1589292768901699,0.3934054238002434,-0.5,0.0,0.725,0.6092105263157894
2020-06-14,0.14664541734227848,0.43783025403334347,-0.2,0.1633981006074029,0.8312977685601262,0.7588854322694627
2020-06-15,0.11309620793866455,0.41938528474827863,-0.2,0.15,0.7666666666666666,0.452030303030303
2020-06-19,0.1297874046942275,0.37406876623867413,-0.75,0.0,1.0,1.0
2020-06-20,0.16369830423562093,0.414864315929892,-0.5,0.0,0.8162799873737373,0.7594006470959597
2020-06-21,0.14323966131681526,0.4039739237096374,-0.2,0.2888888888888889,0.5313678090003158,0.3166558823979306
2020-06-25,0.08521060449106985,0.36014885920312706,-0.6125,0.0,0.95625,1.0
2020-06-26,0.07011016724104077,0.3802748846662728,-0.8,0.0,1.0,1.0
2020-06-27,0.17175597646259352,0.39711230514765283,-0.2,0.0,0.7625821018062405,0.6092105263157894
2020-06-28,0.13635908971618793,0.41244653371101575,-0.5,0.2005050505050505,0.8229313864028891,0.7607336316533208
2020-06-29,0.10836217451718948,0.4452762429454452,-0.2,0.0850849821319619,0.6674059706527243,0.3607226107226107
2020-07-03,0.12288973177978088,0.3691897205807928,-0.75,0.0,1.0,1.0
2020-07-04,0.16397629408229406,0.38267774770962387,-0.5,0.0,0.7653707703383738,0.6092105263157894
2020-07-05,0.13675129025038105,0.41045961864290625,-0.5,0.2,0.6,0.3160016970129316
2020-07-06,-0.008170863355219892,0.42008250607981973,-0.6888888888888889,0.0,0.9805555555555556,0.5599999999999999
2020-07-07,0.03602234828568899,0.3741215922508778,-0.7176470588235294,0.0,0.9897058823529412,0.3611111111111111
2020-07-10,0.1251662355681794,0.37617621765256387,-0.75,0.0,1.0,1.0
2020-07-11,0.16082042055910764,0.4006463016961084,-0.5,0.0,0.7,0.4973510494245092
2020-07-12,0.11276713995197839,0.4538046120075416,-0.5,0.2322390572390572,0.6,0.3012932824325225
2020-07-13,0.12526982150269833,0.4223098565564314,-0.2,0.2,0.4545454545454545,0.1416666666666666
2020-07-17,0.13026251685957996,0.3783903161950034,-0.75,0.0,1.0,1.0
2020-07-18,0.16780057081130595,0.391656870444902,-0.3541666666666667,0.0,0.7272727272727273,0.6097222222222222
2020-07-19,0.1391203553838237,0.42309868543788576,-0.5,0.2272727272727272,0.7515151515151516,0.5681818181818181
2020-07-20,0.11716453854336169,0.47512566577310533,-0.3159090909090909,0.2,0.7272727272727273,0.5340909090909091
2020-07-24,0.12472562945870319,0.3702617616608944,-0.75,0.0,1.0,1.0
2020-07-25,0.1637401232030902,0.388694688129321,-0.5,0.0,0.755631057254434,0.6430555555555555
2020-07-26,0.14318395869479592,0.4161359247770721,-0.2818181818181817,0.1515151515151515,0.7272727272727273,0.5681818181818181
2020-07-27,0.1301179932529326,0.42435329389089477,-0.5,0.2,0.7272727272727273,0.5681818181818181
2020-07-31,0.13002130378668678,0.3687893362150831,-0.75,0.0,1.0,1.0
2020-08-01,0.17554489368884374,0.40009867749090794,-0.3541666666666667,0.0,0.7272727272727273,0.6989130434782609
2020-08-02,0.14014908840413706,0.41418957714485277,-0.5,0.2136363636363636,0.7272727272727273,0.5681818181818181
2020-08-03,0.1206123763533479,0.48431299989704957,-0.2,0.2,0.8181818181818182,0.5972727272727273
2020-08-04,-0.04729609993890137,0.4189611015398932,-0.7292452830188679,0.0,0.9933962264150944,0.3611111111111111
2020-08-05,0.1234286388530292,0.3610227394977652,-0.0667460317460317,0.2148809523809523,0.4753114478114477,0.2363738576238575
2020-08-07,0.1538802903671186,0.3819008381896069,-0.75,0.0,1.0,0.8
2020-08-08,0.17283936875276829,0.4013940950244081,-0.4318181818181818,0.0,0.7272727272727273,0.5681818181818181
2020-08-09,0.14126374886583096,0.41955420194775744,-0.5,0.2,0.7272727272727273,0.6621212121212121
2020-08-14,0.14360862340492841,0.3670410877908228,-0.75,0.0,1.0,1.0
2020-08-15,0.1765920039049099,0.39443774675350846,-0.3541666666666667,0.0,0.7848484848484848,0.6989130434782609
2020-08-16,0.14283098744123984,0.4180233300569793,-0.5,0.1515151515151515,0.7272727272727273,0.6590909090909091
2020-08-17,0.12315679539578692,0.4853777860791352,-0.2,0.2772727272727273,0.7272727272727273,0.4681818181818182
2020-08-21,0.12827777020146366,0.37372569273180256,-0.75,0.0,1.0,1.0
2020-08-22,0.16314784199230267,0.3839602492999599,-0.5,0.0,0.7848484848484848,0.6989130434782609
2020-08-23,0.14106307788926484,0.3617987437500714,-0.1818181818181818,0.1203174603174603,0.7272727272727273,0.4005102040816326
2020-08-24,0.14126566725762696,0.35549010196566977,-0.2,0.1016563146997929,0.5407823129251702,0.3362244897959183
2020-08-28,0.14353467500260395,0.37302961556986275,-0.5,0.0,1.0,1.0
2020-08-29,0.16991630807083155,0.39708330258696206,-0.5,0.0,0.7515151515151515,0.6989130434782609
2020-08-30,0.14429083749923383,0.4244868773518969,-0.5,0.1515151515151515,0.7272727272727273,0.5681818181818181
2020-08-31,0.09015751931682876,0.4673966478025421,-0.3333333333333333,0.0999999999999999,0.7272727272727273,0.6621212121212121
2020-09-04,0.12061866894059506,0.3796794837153161,-0.7133333333333333,0.0,1.0,1.0
2020-09-05,0.1651049209373429,0.4109037185427715,-0.5,0.0,0.7272727272727273,0.5681818181818181
2020-09-06,0.10460213461681031,0.48009442543176417,-0.2818181818181817,0.2272727272727272,0.7292929292929293,0.5681818181818181
2020-09-07,0.0932147783807266,0.4551246900087763,-0.4318181818181818,0.0999999999999999,0.7886363636363636,0.5681818181818181
2020-09-11,0.1329754349420071,0.3792004007774988,-0.6499999999999999,0.0,1.0,1.0
2020-09-12,0.153779752899397,0.39386243053438325,-0.5,0.0,1.0,0.7
2020-09-13,0.0997816367690739,0.44164338287567523,-0.3333333333333333,0.0999999999999999,0.8181818181818182,0.5954545454545456
2020-09-14,0.09372798075758941,0.46771973705001263,-0.2443181818181818,0.0,0.7636363636363637,0.5681818181818181
2020-09-18,0.13584024948337944,0.37707438994675746,-0.5,0.0,1.0,1.0
2020-09-19,0.14421608088314744,0.39745436176679283,-0.5,0.0,0.7639762658993425,0.6989130434782609
2020-09-20,0.11820967319774868,0.40876250804081926,-0.3333333333333333,0.0999999999999999,0.7272727272727273,0.5681818181818181
2020-09-21,0.10468361022126382,0.46205340941064293,-0.2,0.0,0.8181818181818182,0.6007575757575757
2020-09-25,0.15187144065253855,0.38050394591428083,-0.5,0.0,1.0,0.8
2020-09-26,0.14593658499774476,0.3842689313832691,-0.5,0.0,0.7636363636363637,0.78125
2020-09-27,0.09276153410842683,0.4644934637846662,-0.3333333333333333,0.0999999999999999,0.8181818181818182,0.587121212121212
2020-09-28,0.09589185651849083,0.46376152301052015,-0.2318181818181818,0.15,0.7681818181818182,0.5681818181818181
2020-10-02,0.15403268778178925,0.39079079722706017,-0.5,0.0,1.0,1.0
2020-10-03,0.15815886623668937,0.38590109963608143,-0.3541666666666667,0.0,1.0,0.7
2020-10-04,0.1319390307326733,0.40249403260644406,-0.5,0.15,0.7272727272727273,0.5681818181818181
2020-10-05,0.027130491367242382,0.4164458766034999,-0.7210526315789473,0.0,0.9907894736842104,0.5681818181818181
2020-10-09,0.1457401587163344,0.37882616622973153,-0.5,0.0,1.0,1.0
2020-10-10,0.15346956971588618,0.3924035704211894,-0.5,0.0,0.7272727272727273,0.4787878787878787
2020-10-11,0.11150273715611443,0.43613803980984195,-0.4318181818181818,0.0,0.7272727272727273,0.5681818181818181
2020-10-12,0.08888964193253004,0.45906677662264583,-0.3333333333333333,0.0,0.7272727272727273,0.5681818181818181
2020-10-16,0.14181707897708357,0.3786537569392887,-0.5,0.0,1.0,0.8
2020-10-17,0.16507340033686155,0.3892579076408733,-0.3541666666666667,0.0,0.7937415164687887,0.6989130434782609
2020-10-18,0.13244631845585472,0.40225813573645813,-0.5,0.15,0.7272727272727273,0.5681818181818181
2020-10-19,0.10411032500019356,0.4758948329056724,-0.2651515151515151,0.0,0.7272727272727273,0.5681818181818181
2020-10-23,0.14509838773435307,0.3913220281209282,-0.5,0.0,1.0,1.0
2020-10-24,0.1384665087286552,0.38891509969250176,-0.5,0.0,1.0,1.0
2020-10-25,0.097659339499372,0.4600364366166711,-0.3333333333333333,0.0,0.7272727272727273,0.5681818181818181
2020-10-26,0.0986095345773167,0.46787776880916787,-0.4318181818181818,0.15,0.8181818181818182,0.5681818181818181
2020-10-27,0.09430437428772999,0.46565816227527695,-0.2,0.2272727272727272,0.7015151515151515,0.3181818181818182
2020-10-30,0.14895740466401852,0.37943521366131655,-0.5,0.0,1.0,1.0
2020-10-31,0.1548055562162931,0.39290668126097195,-0.5,0.0,0.7272727272727273,0.5681818181818181
2020-11-01,0.09962758877612783,0.33611858494054875,-0.2,0.2888888888888889,0.5019624928612838,0.2846938308418666
2020-11-03,-0.08509216864825493,0.45647497005472487,-0.75,0.0,1.0,0.35
2020-11-04,0.007999929060929988,0.39468430888547223,-0.75,0.0,1.0,0.3611111111111111
2020-11-06,0.14562947479525892,0.38446626431143816,-0.6827586206896554,0.0,1.0,1.0
2020-11-07,0.1437303849581212,0.39115696250476095,-0.5,0.0,0.7272727272727273,0.5681818181818181
2020-11-08,0.12719266910082033,0.4107447325856339,-0.2818181818181817,0.0,0.7272727272727273,0.5681818181818181
2020-11-09,0.09174464442927363,0.4386630485262743,-0.3,0.0,0.7515151515151515,0.5681818181818181
2020-11-13,0.14154374135254294,0.38736361086833726,-0.625,0.0,1.0,0.9375
2020-11-14,0.16097257577121227,0.39393012608457717,-0.5,0.0,0.8090608491446474,0.6767361111111111
2020-11-20,0.14168744201612335,0.38615060015288966,-0.625,0.0,1.0,1.0
2020-11-21,0.172026466773188,0.3975186894106703,-0.5,0.0,0.8181818181818182,0.5681818181818181
2020-11-27,0.13059896846143063,0.3707523319507394,-0.625,0.0,1.0,0.9375
2020-11-28,0.1628626245764902,0.3989861693120165,-0.3541666666666667,0.0,0.7272727272727273,0.6767361111111111
2020-11-29,0.1405237989233152,0.41076348550419267,-0.5,0.15,0.8181818181818182,0.5681818181818181
2020-12-04,0.12702807954065828,0.3734803033527858,-0.625,0.0,1.0,1.0
2020-12-05,0.16741439631430996,0.3761759635497866,-0.3541666666666667,0.0,0.796968711500513,0.6767361111111111
2020-12-06,0.14559515944083307,0.39089104892893606,0.1210574229691876,0.3665709617180206,0.3997534616683553,0.2250784632034632
2020-12-07,0.13978705871215244,0.3795202040736132,-0.2,0.0,0.4975113993203413,0.2994888490010431
2020-12-11,0.1291774921783415,0.3697402138743536,-0.625,0.0,1.0,1.0
2020-12-12,0.14427833296369466,0.36784133798065344,-0.3541666666666667,0.0,0.725,0.5220709508209511
2020-12-13,0.14305244161958086,0.3856832559717066,-0.2,0.0,0.5041356662785219,0.3020456077598923
2020-12-18,0.11893225007816807,0.36876884412023825,-0.625,0.0,1.0,1.0
2020-12-19,0.1385491077636903,0.36088447911842436,-0.3541666666666667,0.0,0.796968711500513,0.5
2020-12-20,0.14642403554121133,0.39299754959720634,0.1210574229691876,0.3665709617180206,0.4297139165743816,0.2250784632034632
2020-12-21,0.14244707493915568,0.38369105357832595,-0.2,0.0,0.5112150723944936,0.304363006295251
2020-12-25,0.133617610657823,0.3811649101922088,-0.625,0.0,1.0,1.0
2020-12-26,0.13303413027533154,0.35574945080907244,-0.3541666666666667,0.0,0.4833882080360954,0.3802083333333333
2020-12-27,0.13636012159656458,0.3689114671527729,-0.2,0.0,0.5106010209779038,0.304242859318235
2021-01-01,0.127167496712463,0.3824928151614717,-0.6666666666666666,0.0,1.0,1.0
2021-01-02,0.14164710840224246,0.3662902609072826,-0.3541666666666667,0.0,0.7626423829548823,0.5
2021-01-03,0.13690687862395687,0.3698204950868589,-0.2,0.0,0.5112150723944936,0.3044884768096801
2021-01-08,0.12164301475791273,0.3720498612157278,-0.6666666666666666,0.0,1.0,1.0
2021-01-09,0.13909466616352265,0.3696894094838254,-0.3541666666666667,0.0,1.0,0.5
2021-01-10,0.13624913525091,0.3674708913298276,-0.2,0.0,0.5165805575103587,0.3064907608811537
2021-01-15,0.1316544601838036,0.37747413374896716,-0.625,0.0,1.0,1.0
2021-01-16,0.13853037153848222,0.36461336671092076,-0.3541666666666667,0.0,0.725,0.4470703125
2021-01-22,0.12006171303785548,0.36548838438613235,-0.625,0.0,1.0,1.0
2021-01-23,0.14096475579031337,0.3648486560482213,-0.3541666666666667,0.0,0.725,0.5
2021-01-29,0.12250222599132854,0.36665629254968723,-0.625,0.0,1.0,1.0
2021-01-30,0.15885997742363822,0.3721881443369407,-0.3541666666666667,0.0,0.725,0.5
2021-01-31,0.13651394465329725,0.36855301237483906,-0.2,0.0,0.51337584312775,0.3038178128063613
2021-02-05,0.11036529851980925,0.3671821856073615,-1.0,0.0,1.0,1.0
2021-02-06,0.11108597881562371,0.37170087032522325,-0.75,0.0,1.0,0.9375
2021-02-12,0.11546125577630194,0.35559263505564426,-0.6666666666666666,0.0,1.0,0.9375
2021-02-13,0.16086916721448122,0.37635472621055216,-0.3541666666666667,0.0,0.725,0.4470703125
2021-02-14,0.13357294942938078,0.36605245387100843,-0.2,0.0,0.5096297287121241,0.3026227226789012
2021-02-19,0.12580117824731024,0.35887357717219476,-0.625,0.0,1.0,1.0
2021-02-20,0.14784771649818404,0.36604684077320293,-0.2,0.0,0.725,0.4470703125
2021-02-21,0.1384932451552994,0.371238623213405,-0.2,0.0,0.4900239512471661,0.2818629019789732
2021-02-26,0.11050420424882074,0.35443143254778453,-0.625,0.0,1.0,1.0
2021-02-27,0.146001921421291,0.3634697540142574,-0.3541666666666667,0.0,0.725,0.4470703125
2021-02-28,0.13190705595046404,0.36208926101543004,-0.2,0.0,0.4590931833866614,0.2098713062300019
2021-03-05,0.11162454709765181,0.35721714195081616,-0.625,0.0,1.0,0.9375
2021-03-06,0.15459367760888906,0.36431776556041834,-0.3541666666666667,0.0,0.725,0.4470703125
2021-03-07,0.13589414434428998,0.3656513109012687,-0.2,0.0,0.5085243613464484,0.290147575669048
2021-03-12,0.11359459386320041,0.36255737440699015,-0.6999999999999998,0.0,1.0,1.0
2021-03-13,0.14818930048723877,0.3630279385243591,-0.3541666666666667,0.0,0.6553030303030303,0.5
2021-03-19,0.11410655067631595,0.36276338952159276,-0.6999999999999998,0.0,1.0,1.0
2021-03-20,0.17866648625641007,0.3748401506120312,-0.3541666666666667,0.0,0.6553030303030303,0.5
2021-03-26,0.10475775590277737,0.3632472925724383,-0.5,0.0,1.0,1.0
2021-03-27,0.1319887846184688,0.3613751371323052,-0.6999999999999998,0.0,1.0,0.9375
2021-03-28,0.17644705795334834,0.38351082647834533,0.0,0.0,0.4220833333333333,0.2465967908902691
2021-03-29,0.16218167556646754,0.36766936214910245,-0.2,0.0,0.500198213180275,0.2852052556312642
2021-04-02,0.1219940608420888,0.37271615997428875,-0.625,0.0,1.0,1.0
2021-04-03,0.18065168846022273,0.3737997912392032,-0.3541666666666667,0.0,1.0,0.4413783482142857
2021-04-09,0.12221949245164042,0.3720799728979599,-0.625,0.0,1.0,1.0
2021-04-10,0.1735952202549623,0.36396534444438483,-0.3541666666666667,0.0,0.796968711500513,0.5
2021-04-11,0.17223810954298446,0.3786481232842305,-0.2,0.0,0.5234741490646984,0.302434638851961
2021-04-16,0.09946052484916439,0.36303607412188454,-0.625,0.0,1.0,1.0
2021-04-17,0.1638898144038171,0.3682956291618384,-0.3541666666666667,0.0,1.0,0.7
2021-04-18,0.17283267435483435,0.37908438452436155,-0.2,0.0,0.5261787899111823,0.3093759526858108
2021-04-23,0.11090903698058133,0.365240677756976,-0.625,0.0,1.0,1.0
2021-04-24,0.17384411182116843,0.3708850212458028,-0.3541666666666667,0.0,0.7950507678940771,0.5
2021-04-25,0.1542093050765763,0.36370888460554174,-0.2,0.0,0.5139637287663591,0.3092159059264318
2021-04-30,0.1303649478078273,0.36592054632354004,-0.625,0.0,1.0,0.9375
2021-05-01,0.17331210346383308,0.36997469101446273,-0.3541666666666667,0.0,0.6,0.5
2021-05-02,0.17255042819869376,0.38414393027806565,-0.2,0.0,0.5163765405457235,0.3149102974065202
2021-05-07,0.13448838943153876,0.3531628674263468,-0.625,0.0,1.0,1.0
2021-05-08,0.1789630505084385,0.38306463232161125,-0.2,0.0,0.5219737053070387,0.378030303030303
2021-05-14,0.13206260333253403,0.35167986700197446,-0.625,0.0,1.0,1.0
2021-05-15,0.18196967046387383,0.38571196508874095,-0.2,0.0,0.5219737053070387,0.378030303030303
2021-05-21,0.12188430294889903,0.3548212880769692,-0.625,0.0,1.0,1.0
2021-05-22,0.18187347171179857,0.3806648261041721,-0.3541666666666667,0.0,0.6553030303030303,0.5
2021-05-28,0.1177377300310685,0.36869252053228474,-0.625,0.0,1.0,1.0
2021-05-29,0.15396492660545136,0.36294358404136623,-0.625,0.0,1.0,0.9375
2021-05-30,0.1797152839243647,0.3962392135680133,-0.2,0.0,0.4459538999012681,0.2356992544492544
2021-06-04,0.12829378721296641,0.35544446524374157,-0.7796296296296295,0.0,1.0,0.9375
2021-06-05,0.18192121298930608,0.3860336117805461,-0.2,0.0,0.5404761904761904,0.4923809523809523
2021-06-06,0.18081131942024667,0.39514921957970867,-0.2,0.0,0.5130395433027021,0.3123456368193211
2021-06-11,0.12157419246775039,0.3534917869356546,-0.625,0.0,1.0,0.9375
2021-06-12,0.19339838710411245,0.3517311174062787,-0.3541666666666667,0.0,0.6,0.3802083333333333
2021-06-13,0.18581063368388903,0.39480960446332275,-0.2,0.0,0.5174894102313456,0.3716883116883117
2021-06-18,0.12634075822831803,0.3670691929473867,-0.625,0.0,1.0,1.0
2021-06-19,0.16658913663833513,0.3798256004754031,-0.3541666666666667,0.0,1.0,0.7
2021-06-20,0.15286758396648534,0.3762041554323989,-0.2,0.0,0.4809330236159509,0.2866423820082354
2021-06-25,0.11600608441349662,0.3756835146982804,-0.625,0.0,1.0,0.9375
2021-06-26,0.12027532171461733,0.33107181111078077,-0.3541666666666667,0.0,1.0,0.7
2021-07-02,0.1184116389495161,0.3553057869220766,-0.625,0.0,1.0,0.9765625
2021-07-03,0.14820512839213573,0.3205361562465364,-0.3541666666666667,0.0,0.6553030303030303,0.5
2021-07-04,0.0866666666666666,0.4220833333333333,0.0866666666666666,0.4220833333333333,0.4220833333333333,0.0866666666666666
2021-07-09,0.12068360593720456,0.3519016821850927,-0.625,0.0,1.0,0.9375
2021-07-10,0.13793119852719102,0.31384978060825014,-0.3541666666666667,0.0,0.6,0.3802083333333333
2021-07-16,0.11948754824859097,0.35954416456619803,-0.625,0.0,1.0,0.9375
2021-07-17,0.13535047232377145,0.3271556312023968,-0.3541666666666667,0.0,0.6553030303030303,0.3802083333333333
2021-07-23,0.12247085952148672,0.34859043624860053,-0.625,0.0,1.0,0.9375
2021-07-24,0.10973026000694838,0.29590214931710657,-0.2,0.0,0.4818081609748276,0.2987622362622363
2021-07-30,0.11864939404697918,0.3564529714628576,-0.625,0.0,1.0,0.9375
2021-07-31,0.11022813636118033,0.2619006639500217,-0.3541666666666667,0.0,0.6,0.5
2021-08-06,0.11399528593032282,0.3506859767631214,-0.625,0.0,1.0,1.0
2021-08-07,0.12291424851246086,0.30118566263645113,-0.3541666666666667,0.0,0.6553030303030303,0.3802083333333333
2021-08-08,0.0866666666666666,0.4220833333333333,0.0866666666666666,0.4220833333333333,0.4220833333333333,0.0866666666666666
2021-08-13,0.11951242327813064,0.3754527723199179,-0.625,0.0,1.0,0.9375
2021-08-14,0.0672938365416422,0.21010727702749465,-0.0092769803296119,0.0,0.3815977692617035,0.1472069176614631
2021-08-20,0.1200174582916268,0.37237059088557295,-0.625,0.0,1.0,0.9375
2021-08-21,0.10704484015456121,0.3744555906685439,-0.3541666666666667,0.0,1.0,0.3802083333333333
2021-08-27,0.12274833971631029,0.3683676987689773,-0.625,0.0,1.0,0.9375
2021-08-28,0.10961189939004638,0.3763951364841429,-0.3541666666666667,0.0,1.0,0.7
2021-09-03,0.10889576550476654,0.34472094587258484,-0.625,0.0,1.0,0.9375
2021-09-04,0.12217365470413688,0.32784166131246506,-0.3541666666666667,0.0,1.0,0.3802083333333333
2021-09-10,0.10685186827235445,0.3406566842003701,-0.625,0.0,1.0,0.9375
2021-09-11,0.1356926354920005,0.32967951002472745,-0.625,0.0,1.0,0.9375
2021-09-13,0.07021284271284269,0.2544133644133644,0.0,0.0,0.4922877122877123,0.1925324675324675
2021-09-17,0.11680564451716885,0.3455902257359584,-0.625,0.0,1.0,0.9375
2021-09-18,0.13259322084955952,0.31345128504779274,-0.3541666666666667,0.0,0.7950507678940771,0.3802083333333333
2021-09-24,0.11451324508904975,0.34537105522919026,-0.625,0.0,1.0,0.9375
2021-09-25,0.13275553823446232,0.3131246240295424,-0.3541666666666667,0.0,0.7950507678940771,0.3802083333333333
2021-10-01,0.11587211512310183,0.3391618395095991,-0.625,0.0,1.0,0.9375
2021-10-02,0.132717586127694,0.3255764046503547,-0.3541666666666667,0.0,0.7950507678940771,0.3802083333333333
2021-10-08,0.12197037829799051,0.3518603508595095,-0.625,0.0,1.0,0.9375
2021-10-09,0.12285822472466777,0.31562065134158696,-0.625,0.0,1.0,0.5
